from,to,distance,duration,steps
Nerima Ward Hall,Nerima Ward Hall,0.0,0.0,[]
Nerima Ward Hall,Koto Ward Hall,21499.0,1271.9,"[[139.651525, 35.735535], [139.651833, 35.735224], [139.651909, 35.735014], [139.65205, 35.735043], [139.653099, 35.735233], [139.653594, 35.735424], [139.653612, 35.735491], [139.65378, 35.735469], [139.654941, 35.735393], [139.655516, 35.735363], [139.656276, 35.73531], [139.656736, 35.735283], [139.658207, 35.735196], [139.659446, 35.735119], [139.660679, 35.735047], [139.661617, 35.734993], [139.66237, 35.734947], [139.66251, 35.734931], [139.662776, 35.735168], [139.663366, 35.735697], [139.663927, 35.736185], [139.664214, 35.736432], [139.664424, 35.736555], [139.664764, 35.736857], [139.665012, 35.737079], [139.665124, 35.737184], [139.668184, 35.740696], [139.668322, 35.740867], [139.668773, 35.741226], [139.669905, 35.742046], [139.670575, 35.742523], [139.671008, 35.742842], [139.671671, 35.743305], [139.672396, 35.743849], [139.673698, 35.744795], [139.674722, 35.745531], [139.675252, 35.745902], [139.676398, 35.746744], [139.676833, 35.747053], [139.677859, 35.747776], [139.678801, 35.748476], [139.67922, 35.748777], [139.679773, 35.749174], [139.680592, 35.749754], [139.681304, 35.750286], [139.682784, 35.751358], [139.683507, 35.751887], [139.684857, 35.752852], [139.685661, 35.753443], [139.686715, 35.754206], [139.686869, 35.754398], [139.687978, 35.75519], [139.688052, 35.755244], [139.688221, 35.75512], [139.689203, 35.754427], [139.689784, 35.754027], [139.689963, 35.753905], [139.690696, 35.753403], [139.691489, 35.752882], [139.692421, 35.752216], [139.692973, 35.751842], [139.694005, 35.751134], [139.694148, 35.751036], [139.695482, 35.750155], [139.696062, 35.749688], [139.696843, 35.749059], [139.697788, 35.748334], [139.69814, 35.748065], [139.69861, 35.7477], [139.698801, 35.747552], [139.699347, 35.747129], [139.699486, 35.747018], [139.699823, 35.746732], [139.699902, 35.746671], [139.700885, 35.745903], [139.701014, 35.745803], [139.702089, 35.744958], [139.702182, 35.744894], [139.703204, 35.744085], [139.703278, 35.74403], [139.704197, 35.743324], [139.704699, 35.742921], [139.705134, 35.742587], [139.705433, 35.742355], [139.705825, 35.742054], [139.706728, 35.741352], [139.706947, 35.741208], [139.707336, 35.740917], [139.71063, 35.73893], [139.716882, 35.730735], [139.717075, 35.728023], [139.721997, 35.72392], [139.723089, 35.722162], [139.727357, 35.717643], [139.743626, 35.706755], [139.752811, 35.695653], [139.752836, 35.695548], [139.755998, 35.693408], [139.761199, 35.691043], [139.762296, 35.690486], [139.765783, 35.689056], [139.766933, 35.688927], [139.775283, 35.684128], [139.780888, 35.681138], [139.782151, 35.680191], [139.786372, 35.681247], [139.787785, 35.679844], [139.790469, 35.678416], [139.797845, 35.67351], [139.801058, 35.672874], [139.806266, 35.672037], [139.80635, 35.672528], [139.80674, 35.674634], [139.806874, 35.675386], [139.806886, 35.675449], [139.807, 35.675454], [139.809984, 35.675561], [139.812232, 35.675647], [139.814738, 35.67575], [139.815937, 35.6758], [139.816042, 35.675804], [139.816051, 35.675718], [139.816202, 35.674197], [139.816233, 35.673934], [139.816304, 35.673046]]"
Nerima Ward Hall,Shinjuku ward office,9191.6,784.2,"[[139.651525, 35.735535], [139.651833, 35.735224], [139.651909, 35.735014], [139.65205, 35.735043], [139.652149, 35.734542], [139.653265, 35.734753], [139.654369, 35.734789], [139.65484, 35.734758], [139.654731, 35.733853], [139.654689, 35.733481], [139.654615, 35.732906], [139.654546, 35.732343], [139.654476, 35.731752], [139.654409, 35.731251], [139.654288, 35.730244], [139.654171, 35.729239], [139.654118, 35.728819], [139.654054, 35.728301], [139.654691, 35.728279], [139.655003, 35.728256], [139.655168, 35.728278], [139.654959, 35.728086], [139.654194, 35.72715], [139.654158, 35.72708], [139.653968, 35.726374], [139.65391, 35.725586], [139.653906, 35.725524], [139.653825, 35.721163], [139.653826, 35.720982], [139.653826, 35.720948], [139.653809, 35.717107], [139.653804, 35.716815], [139.653805, 35.714559], [139.653793, 35.714197], [139.653796, 35.713895], [139.653803, 35.713558], [139.653853, 35.713033], [139.653948, 35.712099], [139.653985, 35.711853], [139.654477, 35.707811], [139.654504, 35.707637], [139.654582, 35.707114], [139.654642, 35.706586], [139.654752, 35.705606], [139.654796, 35.705351], [139.654849, 35.704856], [139.654873, 35.704541], [139.654889, 35.70431], [139.654899, 35.70384], [139.654892, 35.703035], [139.654886, 35.70276], [139.654873, 35.70246], [139.654867, 35.702035], [139.654849, 35.701348], [139.654851, 35.701065], [139.654825, 35.700621], [139.654834, 35.699794], [139.65483, 35.699587], [139.654805, 35.698642], [139.654807, 35.698275], [139.654811, 35.698047], [139.655346, 35.698057], [139.655999, 35.698066], [139.65679, 35.698074], [139.657252, 35.698073], [139.657846, 35.698044], [139.658231, 35.697991], [139.658464, 35.69796], [139.658796, 35.697914], [139.659307, 35.697847], [139.659794, 35.697778], [139.660038, 35.697746], [139.660864, 35.697623], [139.66142, 35.697537], [139.662158, 35.697472], [139.662553, 35.697459], [139.663137, 35.697454], [139.663412, 35.697446], [139.663915, 35.697441], [139.664571, 35.697437], [139.665272, 35.697432], [139.665784, 35.697428], [139.665939, 35.697427], [139.666426, 35.697436], [139.666756, 35.697446], [139.667422, 35.697461], [139.668128, 35.697479], [139.669125, 35.697507], [139.669927, 35.697529], [139.670149, 35.697538], [139.670989, 35.697566], [139.671512, 35.697583], [139.672521, 35.697618], [139.673021, 35.697634], [139.673353, 35.697646], [139.67385, 35.697663], [139.674468, 35.697679], [139.675069, 35.697695], [139.675816, 35.697705], [139.676282, 35.697714], [139.67712, 35.697677], [139.678967, 35.697468], [139.67933, 35.697427], [139.680102, 35.697339], [139.681815, 35.697146], [139.682261, 35.697101], [139.682775, 35.697077], [139.682972, 35.697071], [139.683756, 35.696942], [139.684109, 35.696845], [139.684694, 35.696709], [139.686403, 35.696489], [139.686538, 35.696471], [139.686747, 35.696434], [139.687269, 35.69626], [139.687775, 35.696074], [139.688429, 35.69586], [139.688829, 35.695719], [139.689613, 35.695515], [139.690451, 35.695264], [139.690623, 35.695204], [139.691266, 35.694998], [139.691789, 35.694816], [139.692154, 35.694696], [139.692464, 35.694591], [139.692789, 35.694482], [139.693083, 35.694372], [139.693171, 35.694337], [139.693517, 35.694224], [139.694054, 35.694058], [139.6944, 35.69395], [139.694958, 35.693805], [139.695022, 35.693787], [139.695122, 35.693758], [139.695657, 35.693605], [139.696501, 35.69337], [139.697087, 35.693408], [139.697635, 35.693585], [139.698191, 35.69364], [139.698494, 35.693661], [139.699104, 35.693696], [139.699361, 35.693718], [139.699571, 35.693734], [139.700596, 35.693797], [139.700993, 35.693735], [139.701496, 35.693618], [139.702309, 35.693441], [139.702813, 35.693332], [139.702966, 35.693641], [139.703149, 35.694012]]"
Nerima Ward Hall,Shinagawa Ward Office,28060.3,1596.9,"[[139.651525, 35.735535], [139.651833, 35.735224], [139.651909, 35.735014], [139.65205, 35.735043], [139.653099, 35.735233], [139.653594, 35.735424], [139.653612, 35.735491], [139.65378, 35.735469], [139.654941, 35.735393], [139.655516, 35.735363], [139.656276, 35.73531], [139.656736, 35.735283], [139.658207, 35.735196], [139.659446, 35.735119], [139.660679, 35.735047], [139.661617, 35.734993], [139.66237, 35.734947], [139.66251, 35.734931], [139.662776, 35.735168], [139.663366, 35.735697], [139.663927, 35.736185], [139.664214, 35.736432], [139.664424, 35.736555], [139.664764, 35.736857], [139.665012, 35.737079], [139.665124, 35.737184], [139.668184, 35.740696], [139.668322, 35.740867], [139.668773, 35.741226], [139.669905, 35.742046], [139.670575, 35.742523], [139.671008, 35.742842], [139.671671, 35.743305], [139.672396, 35.743849], [139.673698, 35.744795], [139.674722, 35.745531], [139.675252, 35.745902], [139.676398, 35.746744], [139.676833, 35.747053], [139.677859, 35.747776], [139.678801, 35.748476], [139.67922, 35.748777], [139.679773, 35.749174], [139.680592, 35.749754], [139.681304, 35.750286], [139.682784, 35.751358], [139.683507, 35.751887], [139.684857, 35.752852], [139.685661, 35.753443], [139.686715, 35.754206], [139.686869, 35.754398], [139.687978, 35.75519], [139.688052, 35.755244], [139.688221, 35.75512], [139.689203, 35.754427], [139.689784, 35.754027], [139.689963, 35.753905], [139.690696, 35.753403], [139.691489, 35.752882], [139.692421, 35.752216], [139.692973, 35.751842], [139.694005, 35.751134], [139.694148, 35.751036], [139.695482, 35.750155], [139.696062, 35.749688], [139.696843, 35.749059], [139.697788, 35.748334], [139.69814, 35.748065], [139.69861, 35.7477], [139.698801, 35.747552], [139.699347, 35.747129], [139.699486, 35.747018], [139.699823, 35.746732], [139.699902, 35.746671], [139.700885, 35.745903], [139.701014, 35.745803], [139.702089, 35.744958], [139.702182, 35.744894], [139.703204, 35.744085], [139.703278, 35.74403], [139.704197, 35.743324], [139.704699, 35.742921], [139.705134, 35.742587], [139.705433, 35.742355], [139.705825, 35.742054], [139.706728, 35.741352], [139.706947, 35.741208], [139.707336, 35.740917], [139.71063, 35.73893], [139.716882, 35.730735], [139.717075, 35.728023], [139.721997, 35.72392], [139.723089, 35.722162], [139.727357, 35.717643], [139.743626, 35.706755], [139.752811, 35.695653], [139.752836, 35.695548], [139.753211, 35.690363], [139.752183, 35.689922], [139.750307, 35.689227], [139.74845, 35.689371], [139.744264, 35.683536], [139.746824, 35.679195], [139.749294, 35.676407], [139.745162, 35.671983], [139.74009, 35.668088], [139.738813, 35.664965], [139.737701, 35.660904], [139.736459, 35.658057], [139.737523, 35.654052], [139.729507, 35.64695], [139.71696, 35.637918], [139.717977, 35.622449], [139.717545, 35.616947], [139.716773, 35.61528], [139.716461, 35.614486], [139.716221, 35.613817], [139.715844, 35.612829], [139.715749, 35.612542], [139.715604, 35.612192], [139.715366, 35.611557], [139.715584, 35.611485], [139.715873, 35.611389], [139.716078, 35.611321], [139.716181, 35.611287], [139.716575, 35.611154], [139.717102, 35.610976], [139.717604, 35.610818], [139.71791, 35.610725], [139.718713, 35.610459], [139.719504, 35.610279], [139.720397, 35.610076], [139.720575, 35.610033], [139.722239, 35.609482], [139.722521, 35.609331], [139.722853, 35.609147], [139.723852, 35.608789], [139.723885, 35.608783], [139.724891, 35.608621], [139.725614, 35.608465], [139.727212, 35.608187], [139.727804, 35.608149], [139.728038, 35.608136], [139.729066, 35.608058], [139.729556, 35.60802], [139.729774, 35.608004], [139.731318, 35.60785], [139.731987, 35.607756], [139.732061, 35.607957], [139.730922, 35.608083]]"
Nerima Ward Hall,Arakawa Ward Office,14377.7,1104.7,"[[139.651525, 35.735535], [139.651833, 35.735224], [139.651909, 35.735014], [139.65205, 35.735043], [139.653099, 35.735233], [139.653594, 35.735424], [139.653612, 35.735491], [139.65378, 35.735469], [139.654941, 35.735393], [139.655516, 35.735363], [139.656276, 35.73531], [139.656736, 35.735283], [139.658207, 35.735196], [139.659446, 35.735119], [139.660679, 35.735047], [139.661617, 35.734993], [139.66237, 35.734947], [139.66251, 35.734931], [139.662776, 35.735168], [139.663366, 35.735697], [139.663927, 35.736185], [139.664214, 35.736432], [139.664424, 35.736555], [139.664764, 35.736857], [139.665012, 35.737079], [139.665124, 35.737184], [139.668184, 35.740696], [139.668322, 35.740867], [139.668773, 35.741226], [139.669905, 35.742046], [139.670575, 35.742523], [139.671008, 35.742842], [139.671671, 35.743305], [139.672396, 35.743849], [139.673698, 35.744795], [139.674722, 35.745531], [139.675252, 35.745902], [139.676398, 35.746744], [139.676833, 35.747053], [139.677859, 35.747776], [139.678801, 35.748476], [139.67922, 35.748777], [139.679773, 35.749174], [139.680592, 35.749754], [139.681304, 35.750286], [139.682784, 35.751358], [139.683507, 35.751887], [139.684857, 35.752852], [139.685661, 35.753443], [139.686715, 35.754206], [139.689795, 35.756316], [139.690296, 35.756626], [139.690406, 35.756695], [139.693042, 35.758179], [139.694353, 35.758515], [139.694904, 35.758655], [139.695998, 35.758929], [139.697119, 35.759218], [139.70038, 35.760054], [139.702626, 35.760623], [139.703029, 35.760729], [139.703349, 35.760806], [139.708303, 35.762024], [139.708602, 35.76212], [139.70909, 35.762274], [139.709348, 35.762351], [139.709814, 35.762494], [139.710457, 35.762679], [139.710861, 35.762797], [139.711387, 35.763022], [139.711813, 35.763147], [139.712925, 35.76348], [139.713338, 35.763603], [139.713533, 35.763471], [139.713736, 35.763337], [139.713805, 35.76329], [139.714372, 35.762901], [139.714408, 35.762879], [139.714739, 35.76268], [139.71512, 35.76245], [139.715303, 35.762342], [139.715579, 35.762184], [139.715732, 35.762112], [139.716164, 35.761917], [139.716391, 35.761807], [139.716824, 35.76161], [139.717084, 35.761494], [139.717472, 35.761356], [139.717867, 35.761216], [139.717958, 35.761184], [139.718267, 35.761076], [139.71845, 35.761013], [139.718582, 35.760965], [139.718847, 35.76087], [139.719121, 35.760772], [139.719262, 35.760708], [139.719499, 35.760604], [139.719705, 35.760506], [139.719846, 35.76044], [139.720058, 35.760338], [139.72014, 35.760298], [139.720384, 35.760186], [139.720905, 35.759987], [139.722223, 35.759371], [139.722392, 35.759348], [139.722533, 35.759327], [139.722764, 35.759296], [139.723479, 35.759195], [139.723933, 35.759079], [139.724407, 35.758934], [139.724442, 35.758923], [139.725483, 35.75861], [139.725962, 35.758465], [139.726733, 35.75839], [139.727104, 35.758401], [139.727907, 35.758423], [139.728905, 35.758448], [139.729739, 35.758273], [139.729928, 35.758005], [139.735586, 35.759268], [139.736516, 35.759201], [139.736799, 35.759181], [139.737429, 35.759144], [139.737597, 35.759131], [139.737862, 35.758792], [139.738537, 35.75837], [139.738969, 35.758073], [139.739756, 35.757521], [139.740359, 35.757068], [139.741142, 35.756391], [139.741634, 35.755993], [139.741721, 35.755916], [139.742156, 35.755569], [139.742432, 35.75535], [139.742597, 35.75522], [139.742828, 35.755044], [139.742982, 35.754927], [139.744594, 35.753662], [139.744767, 35.753531], [139.745432, 35.753007], [139.74616, 35.752439], [139.746595, 35.752105], [139.747532, 35.751372], [139.74781, 35.751158], [139.748371, 35.750726], [139.749489, 35.749998], [139.750516, 35.74944], [139.750845, 35.749256], [139.751913, 35.748677], [139.752956, 35.748108], [139.754035, 35.747525], [139.754831, 35.747099], [139.756158, 35.746374], [139.75753, 35.745619], [139.758012, 35.745361], [139.758299, 35.745207], [139.758928, 35.744864], [139.759428, 35.744587], [139.759739, 35.744417], [139.760339, 35.74409], [139.760557, 35.74397], [139.761068, 35.743692], [139.761841, 35.743274], [139.762115, 35.74312], [139.762476, 35.742917], [139.762924, 35.742657], [139.763358, 35.742393], [139.764066, 35.741977], [139.764955, 35.74147], [139.765669, 35.741043], [139.766281, 35.740695], [139.767021, 35.740257], [139.767663, 35.739882], [139.768618, 35.739322], [139.768751, 35.739241], [139.769227, 35.738965], [139.769611, 35.738743], [139.772413, 35.737808], [139.772602, 35.737777], [139.772773, 35.737747], [139.772952, 35.737717], [139.773293, 35.737658], [139.773631, 35.737604], [139.779537, 35.736276], [139.78112, 35.735799], [139.781855, 35.735577], [139.782346, 35.735432], [139.783391, 35.735121], [139.783549, 35.735981]]"
Nerima Ward Hall,Adachi ward office,16080.8,1203.9,"[[139.651525, 35.735535], [139.651833, 35.735224], [139.651909, 35.735014], [139.65205, 35.735043], [139.653099, 35.735233], [139.653594, 35.735424], [139.653612, 35.735491], [139.65378, 35.735469], [139.654941, 35.735393], [139.655516, 35.735363], [139.656276, 35.73531], [139.656736, 35.735283], [139.658207, 35.735196], [139.659446, 35.735119], [139.660679, 35.735047], [139.661617, 35.734993], [139.66237, 35.734947], [139.66251, 35.734931], [139.662776, 35.735168], [139.663366, 35.735697], [139.663927, 35.736185], [139.664214, 35.736432], [139.664424, 35.736555], [139.664764, 35.736857], [139.665012, 35.737079], [139.665124, 35.737184], [139.668184, 35.740696], [139.668322, 35.740867], [139.668773, 35.741226], [139.669905, 35.742046], [139.670575, 35.742523], [139.671008, 35.742842], [139.671671, 35.743305], [139.672396, 35.743849], [139.673698, 35.744795], [139.674722, 35.745531], [139.675252, 35.745902], [139.676398, 35.746744], [139.676833, 35.747053], [139.677859, 35.747776], [139.678801, 35.748476], [139.67922, 35.748777], [139.679773, 35.749174], [139.680592, 35.749754], [139.681304, 35.750286], [139.682784, 35.751358], [139.683507, 35.751887], [139.684857, 35.752852], [139.685661, 35.753443], [139.686715, 35.754206], [139.689795, 35.756316], [139.690296, 35.756626], [139.690406, 35.756695], [139.693042, 35.758179], [139.694353, 35.758515], [139.694904, 35.758655], [139.695998, 35.758929], [139.697119, 35.759218], [139.70038, 35.760054], [139.702626, 35.760623], [139.703029, 35.760729], [139.703349, 35.760806], [139.708303, 35.762024], [139.708602, 35.76212], [139.70909, 35.762274], [139.709348, 35.762351], [139.709814, 35.762494], [139.710457, 35.762679], [139.710861, 35.762797], [139.715715, 35.764178], [139.715829, 35.764207], [139.716332, 35.764333], [139.71669, 35.764423], [139.717232, 35.764568], [139.717638, 35.764704], [139.719018, 35.765171], [139.720177, 35.765761], [139.720732, 35.766052], [139.721138, 35.76626], [139.72128, 35.766327], [139.721302, 35.766332], [139.722935, 35.766566], [139.723849, 35.766626], [139.727567, 35.767668], [139.728276, 35.767878], [139.728909, 35.768058], [139.729381, 35.768187], [139.729799, 35.768305], [139.730074, 35.768384], [139.731443, 35.768761], [139.731764, 35.76885], [139.735623, 35.770437], [139.738085, 35.772112], [139.738675, 35.772526], [139.739441, 35.773053], [139.740576, 35.773826], [139.740932, 35.774061], [139.746582, 35.777905], [139.749122, 35.77872], [139.750273, 35.778689], [139.751006, 35.77867], [139.751856, 35.778631], [139.753323, 35.778567], [139.754496, 35.778531], [139.756066, 35.778473], [139.756923, 35.778443], [139.75807, 35.7784], [139.759656, 35.778345], [139.760552, 35.778315], [139.762012, 35.778319], [139.763577, 35.778326], [139.764937, 35.778333], [139.76514, 35.778333], [139.766383, 35.77831], [139.767502, 35.778295], [139.767671, 35.778324], [139.768647, 35.778332], [139.769303, 35.778325], [139.770099, 35.778319], [139.770251, 35.778318], [139.770929, 35.778309], [139.772121, 35.778291], [139.773007, 35.778236], [139.773078, 35.778223], [139.774036, 35.778221], [139.774566, 35.778216], [139.775128, 35.778207], [139.77575, 35.778197], [139.777184, 35.778162], [139.777644, 35.778155], [139.778596, 35.778134], [139.779876, 35.778102], [139.781012, 35.77808], [139.782211, 35.778057], [139.784158, 35.778165], [139.784796, 35.778194], [139.786048, 35.778227], [139.786194, 35.778231], [139.791945, 35.778422], [139.79261, 35.778444], [139.793093, 35.778459], [139.7936, 35.778478], [139.794308, 35.778497], [139.794488, 35.778502], [139.794976, 35.778514], [139.795315, 35.778522], [139.796097, 35.77854], [139.796761, 35.778561], [139.797648, 35.778587], [139.798675, 35.77862], [139.799525, 35.778644], [139.800566, 35.778678], [139.800979, 35.778721], [139.801603, 35.778755], [139.803072, 35.778789], [139.803165, 35.778789], [139.80318, 35.778597], [139.80323, 35.777056], [139.80379, 35.777173], [139.80412, 35.777227], [139.804685, 35.777278], [139.804838, 35.777283], [139.805486, 35.777252], [139.805494, 35.777012], [139.805505, 35.776711], [139.805524, 35.776232], [139.805539, 35.775768], [139.805563, 35.775128]]"
Nerima Ward Hall,Itabashi Ward office,7301.9,583.7,"[[139.651525, 35.735535], [139.651833, 35.735224], [139.651909, 35.735014], [139.65205, 35.735043], [139.653099, 35.735233], [139.653594, 35.735424], [139.653612, 35.735491], [139.65378, 35.735469], [139.654941, 35.735393], [139.655516, 35.735363], [139.656276, 35.73531], [139.656736, 35.735283], [139.658207, 35.735196], [139.659446, 35.735119], [139.660679, 35.735047], [139.661617, 35.734993], [139.66237, 35.734947], [139.66251, 35.734931], [139.662776, 35.735168], [139.663366, 35.735697], [139.663927, 35.736185], [139.664214, 35.736432], [139.664424, 35.736555], [139.664764, 35.736857], [139.665012, 35.737079], [139.665124, 35.737184], [139.668184, 35.740696], [139.668322, 35.740867], [139.668773, 35.741226], [139.669905, 35.742046], [139.670575, 35.742523], [139.671008, 35.742842], [139.671671, 35.743305], [139.672396, 35.743849], [139.673698, 35.744795], [139.674722, 35.745531], [139.675252, 35.745902], [139.676398, 35.746744], [139.676833, 35.747053], [139.677859, 35.747776], [139.678801, 35.748476], [139.67922, 35.748777], [139.679773, 35.749174], [139.680592, 35.749754], [139.681304, 35.750286], [139.682784, 35.751358], [139.683507, 35.751887], [139.684857, 35.752852], [139.685661, 35.753443], [139.686715, 35.754206], [139.689795, 35.756316], [139.690296, 35.756626], [139.690406, 35.756695], [139.693042, 35.758179], [139.694353, 35.758515], [139.694904, 35.758655], [139.695998, 35.758929], [139.697119, 35.759218], [139.70038, 35.760054], [139.702626, 35.760623], [139.703029, 35.760729], [139.703349, 35.760806], [139.703486, 35.760862], [139.70386, 35.760992], [139.704303, 35.761105], [139.704609, 35.761183], [139.70542, 35.761389], [139.705673, 35.761451], [139.705748, 35.761257], [139.705888, 35.760874], [139.706084, 35.760335], [139.706488, 35.759289], [139.706607, 35.758998], [139.706762, 35.758606], [139.70697, 35.758079], [139.707345, 35.757122], [139.70748, 35.756812], [139.707581, 35.756551], [139.707748, 35.75614], [139.708027, 35.755425], [139.708291, 35.754515], [139.7083, 35.754484], [139.708447, 35.754171], [139.708632, 35.753694], [139.708752, 35.75332], [139.708763, 35.753284], [139.708739, 35.752972], [139.708693, 35.75237], [139.708689, 35.752264], [139.708679, 35.752164], [139.708672, 35.752012], [139.708668, 35.751928], [139.708645, 35.751436], [139.708626, 35.751134]]"
Nerima Ward Hall,Katsushika government office,22267.8,1473.8,"[[139.651525, 35.735535], [139.651833, 35.735224], [139.651909, 35.735014], [139.65205, 35.735043], [139.653099, 35.735233], [139.653594, 35.735424], [139.653612, 35.735491], [139.65378, 35.735469], [139.654941, 35.735393], [139.655516, 35.735363], [139.656276, 35.73531], [139.656736, 35.735283], [139.658207, 35.735196], [139.659446, 35.735119], [139.660679, 35.735047], [139.661617, 35.734993], [139.66237, 35.734947], [139.66251, 35.734931], [139.662776, 35.735168], [139.663366, 35.735697], [139.663927, 35.736185], [139.664214, 35.736432], [139.664424, 35.736555], [139.664764, 35.736857], [139.665012, 35.737079], [139.665124, 35.737184], [139.668184, 35.740696], [139.668322, 35.740867], [139.668773, 35.741226], [139.669905, 35.742046], [139.670575, 35.742523], [139.671008, 35.742842], [139.671671, 35.743305], [139.672396, 35.743849], [139.673698, 35.744795], [139.674722, 35.745531], [139.675252, 35.745902], [139.676398, 35.746744], [139.676833, 35.747053], [139.677859, 35.747776], [139.678801, 35.748476], [139.67922, 35.748777], [139.679773, 35.749174], [139.680592, 35.749754], [139.681304, 35.750286], [139.682784, 35.751358], [139.683507, 35.751887], [139.684857, 35.752852], [139.685661, 35.753443], [139.686715, 35.754206], [139.689795, 35.756316], [139.690296, 35.756626], [139.690406, 35.756695], [139.693042, 35.758179], [139.694353, 35.758515], [139.694904, 35.758655], [139.695998, 35.758929], [139.697119, 35.759218], [139.70038, 35.760054], [139.702626, 35.760623], [139.703029, 35.760729], [139.703349, 35.760806], [139.708303, 35.762024], [139.708602, 35.76212], [139.70909, 35.762274], [139.709348, 35.762351], [139.709814, 35.762494], [139.710457, 35.762679], [139.710861, 35.762797], [139.711387, 35.763022], [139.711813, 35.763147], [139.712925, 35.76348], [139.713338, 35.763603], [139.713533, 35.763471], [139.713736, 35.763337], [139.713805, 35.76329], [139.714372, 35.762901], [139.714408, 35.762879], [139.714739, 35.76268], [139.71512, 35.76245], [139.715303, 35.762342], [139.715579, 35.762184], [139.715732, 35.762112], [139.716164, 35.761917], [139.716391, 35.761807], [139.716824, 35.76161], [139.717084, 35.761494], [139.717472, 35.761356], [139.717867, 35.761216], [139.717958, 35.761184], [139.718267, 35.761076], [139.71845, 35.761013], [139.718582, 35.760965], [139.718847, 35.76087], [139.719121, 35.760772], [139.719262, 35.760708], [139.719499, 35.760604], [139.719705, 35.760506], [139.719846, 35.76044], [139.720058, 35.760338], [139.72014, 35.760298], [139.720384, 35.760186], [139.720905, 35.759987], [139.722223, 35.759371], [139.722392, 35.759348], [139.722533, 35.759327], [139.722764, 35.759296], [139.723479, 35.759195], [139.723933, 35.759079], [139.724407, 35.758934], [139.724442, 35.758923], [139.725483, 35.75861], [139.725962, 35.758465], [139.726733, 35.75839], [139.727104, 35.758401], [139.727907, 35.758423], [139.728905, 35.758448], [139.729739, 35.758273], [139.729928, 35.758005], [139.735586, 35.759268], [139.736516, 35.759201], [139.736799, 35.759181], [139.737429, 35.759144], [139.737597, 35.759131], [139.737862, 35.758792], [139.738114, 35.758573], [139.744125, 35.756804], [139.759944, 35.765177], [139.765964, 35.762197], [139.778933, 35.759643], [139.796999, 35.762124], [139.810324, 35.759178], [139.817966, 35.754085], [139.821047, 35.751742], [139.821009, 35.750772], [139.822489, 35.74675], [139.825555, 35.74125], [139.827171, 35.738673], [139.831319, 35.734356], [139.831668, 35.734026], [139.832132, 35.734368], [139.832954, 35.734911], [139.833138, 35.735061], [139.833192, 35.735103], [139.834023, 35.735734], [139.834399, 35.736011], [139.835263, 35.736622], [139.835577, 35.736842], [139.835736, 35.736957], [139.839732, 35.740412], [139.839953, 35.740614], [139.840279, 35.740917], [139.840782, 35.741388], [139.840923, 35.741399], [139.841745, 35.741478], [139.842159, 35.741525], [139.843943, 35.741737], [139.845501, 35.74192], [139.847071, 35.7421], [139.848086, 35.742232], [139.848211, 35.742245], [139.848323, 35.742257], [139.847869, 35.743307]]"
